Date,Time,Latitude,Longtitude,Speed,Tempature,Barometric_Pressure,Humidity,Gas,Altitude
160318,170703,37.584235,-122.250768333,52.37, 18.16,29.88,44.19,102.21,131.97
160318,170800,37.5926083333,-122.236936667,54.79, 18.15,29.89,44.51,101.60,127.23
160318,170807,37.5932466667,-122.23483,55.46, 18.14,29.91,44.68,100.63,124.49
160318,170903,37.5985966667,-122.216818333,56.42, 18.07,29.92,44.32,103.27,120.84
160318,170903,37.5985966667,-122.216818333,56.42, 18.00,29.93,44.35,104.29,120.51
160318,171000,37.60377,-122.199451667,52.36, 17.99,29.93,44.35,104.43,120.51
160318,171007,37.60436,-122.197438333,52.98, 17.98,29.93,44.33,104.10,120.51
160318,171014,37.6049683333,-122.195378333,53.89, 17.97,29.93,44.24,105.73,120.67
160318,171021,37.6055833333,-122.193301667,54.27, 17.96,29.92,44.12,105.47,121.00
160318,171028,37.6062166667,-122.191158333,57.39, 17.95,29.92,44.12,105.14,121.17
160318,171035,37.60687,-122.188925,58.93, 17.94,29.92,44.18,106.27,122.17
160318,171042,37.6075283333,-122.186721667,56.65, 17.94,29.92,44.24,106.00,122.00
160318,171049,37.608175,-122.184571667,56.99, 17.93,29.92,44.43,104.68,121.83
160318,171056,37.6087783333,-122.182466667,53.26, 17.92,29.92,44.61,104.55,121.34
160318,171103,37.6093716667,-122.180441667,53.53, 17.92,29.92,44.76,105.54,121.34
160318,171110,37.609985,-122.178365,55.39, 17.91,29.92,44.80,104.62,121.17
160318,171117,37.61062,-122.176203333,57.32, 17.91,29.92,44.76,104.04,121.17
160318,171124,37.611275,-122.17401,58.55, 17.90,29.92,44.66,105.21,121.50
160318,171131,37.6119533333,-122.171775,57.88, 17.89,29.92,44.68,105.60,121.50
160318,171138,37.612585,-122.169606667,56.07, 17.89,29.92,44.72,105.47,121.34
160318,171145,37.61323,-122.167455,56.27, 17.88,29.92,44.81,105.07,121.50
160318,171152,37.61387,-122.165325,55.43, 17.88,29.92,44.91,104.62,121.67
160318,171159,37.6144916667,-122.163203333,54.65, 17.87,29.92,45.08,104.55,121.34
160318,171206,37.615105,-122.161111667,55.57, 17.87,29.92,45.14,104.55,121.17
160318,171213,37.61576,-122.158906667,58.99, 17.86,29.92,45.11,105.01,121.50
160318,171220,37.61644,-122.156613333,58.05, 17.86,29.92,44.95,104.94,121.34
160318,171227,37.6170433333,-122.15449,52.74, 17.85,29.92,44.85,105.07,120.84
160318,171234,37.61755,-122.152386667,55.17, 17.85,29.92,44.93,104.62,121.17
160318,171241,37.6182266667,-122.150351667,52.79, 17.84,29.93,45.17,103.72,120.17
160318,171248,37.6189283333,-122.148396667,50.87, 17.84,29.93,45.30,104.29,119.18
160318,171255,37.6195516667,-122.146525,50.44, 17.83,29.93,45.37,104.10,118.93
160318,171302,37.6201883333,-122.144571667,51.49, 17.83,29.93,45.49,103.78,118.60
160318,171309,37.6208483333,-122.142625,52.69, 17.82,29.93,45.56,103.46,118.60
160318,171316,37.6215216667,-122.140626667,53.17, 17.82,29.93,45.49,104.10,118.60
160318,171323,37.6221966667,-122.138621667,53.43, 17.82,29.93,45.45,103.65,118.76
160318,171330,37.6228766667,-122.136593333,54.11, 17.81,29.93,45.45,104.04,118.26
160318,171337,37.6235683333,-122.134543333,55.25, 17.81,29.93,45.47,104.88,119.09
160318,171344,37.6242783333,-122.132421667,57.43, 17.81,29.93,45.47,104.55,118.93
160318,171351,37.6250133333,-122.130236667,58.73, 17.81,29.93,45.48,105.01,119.34
160318,171358,37.6257633333,-122.128015,59.31, 17.80,29.93,45.56,104.43,119.68
160318,171405,37.6265233333,-122.12576,60.24, 17.80,29.93,45.63,105.01,120.34
160318,171412,37.6272833333,-122.123518333,57.23, 17.80,29.93,45.72,104.23,120.51
160318,171419,37.6279933333,-122.121471667,54.16, 17.80,29.93,45.84,103.34,120.51
160318,171426,37.62867,-122.119431667,54.40, 17.80,29.92,45.82,103.85,121.00
160318,171433,37.6293633333,-122.117361667,55.01, 17.79,29.92,45.70,104.36,122.00
160318,171440,37.630045,-122.115326667,51.91, 17.79,29.92,45.51,104.17,125.16
160318,171447,37.6306833333,-122.113438333,46.70, 17.78,29.91,45.43,105.01,127.23
160318,171454,37.63135,-122.111656667,49.95, 17.78,29.90,45.51,104.43,128.73
160318,171501,37.6321983333,-122.109975,49.18, 17.77,29.90,45.61,104.62,127.40
160318,171508,37.632955,-122.108373333,44.29, 17.77,29.91,45.64,104.43,124.49
160318,171515,37.6335633333,-122.106873333,43.96, 17.77,29.92,45.75,105.01,123.33
160318,171522,37.6342433333,-122.105143333,50.08, 17.76,29.92,45.86,104.68,123.49
160318,171529,37.6348866667,-122.103298333,43.99, 17.76,29.92,45.67,105.60,123.33
160318,171536,37.6354066667,-122.101775,42.02, 17.75,29.92,45.54,104.94,123.16
160318,171543,37.6359933333,-122.100218333,43.96, 17.74,29.92,45.72,105.01,122.66
160318,171550,37.6368166667,-122.098751667,42.02, 17.74,29.92,45.86,105.67,123.00
160318,171557,37.6378583333,-122.097631667,42.01, 17.73,29.92,45.97,104.68,122.83
160318,171604,37.6390216667,-122.09687,38.17, 17.73,29.92,45.97,105.27,122.50
160318,171611,37.6402566667,-122.096193333,44.50, 17.72,29.92,45.91,105.87,124.49
160318,171618,37.6415816667,-122.095388333,44.35, 17.72,29.91,45.68,107.01,127.40
160318,171625,37.6426633333,-122.094376667,38.49, 17.71,29.89,45.48,107.14,130.56
160318,171632,37.6433916667,-122.093418333,29.47, 17.70,29.89,45.46,106.80,132.63
160318,171639,37.6444016667,-122.093,36.88, 17.69,29.88,45.83,105.67,131.64
160318,171646,37.645635,-122.093386667,40.91, 17.69,29.89,46.10,106.00,129.06
160318,171653,37.6466566667,-122.094605,40.44, 17.68,29.90,46.26,105.67,127.90
160318,171700,37.6477416667,-122.095621667,41.91, 17.68,29.90,46.16,105.80,128.56
160318,171707,37.64889,-122.0965,39.01, 17.68,29.90,46.11,105.47,128.89
160318,171714,37.6498383333,-122.097185,33.13, 17.67,29.89,46.21,105.47,129.39
160318,171721,37.6509066667,-122.097871667,41.85, 17.67,29.89,46.27,105.80,130.39
160318,171728,37.652285,-122.098725,49.61, 17.66,29.89,46.09,106.07,131.64
160318,171735,37.6537833333,-122.099678333,55.25, 17.66,29.88,45.87,105.93,133.46
160318,171742,37.6555033333,-122.100765,60.19, 17.65,29.88,45.75,106.60,134.63
160318,171749,37.6572,-122.101821667,56.00, 17.64,29.88,45.74,106.47,134.63
160318,171756,37.6588166667,-122.10282,55.66, 17.64,29.87,45.90,107.14,134.46
160318,171803,37.660365,-122.10378,49.31, 17.64,29.88,46.19,105.67,133.63
160318,171810,37.6617816667,-122.104633333,48.12, 17.64,29.88,46.49,104.49,132.63
160318,171817,37.6631216667,-122.105441667,43.60, 17.64,29.88,46.78,103.27,131.80
160318,171824,37.6643616667,-122.106211667,41.71, 17.64,29.89,47.00,103.53,131.47
160318,171831,37.6655983333,-122.106961667,42.14, 17.64,29.88,47.01,103.21,132.47
160318,171838,37.666745,-122.107676667,39.08, 17.63,29.88,46.79,103.78,133.30
160318,171845,37.668015,-122.108516667,47.58, 17.63,29.88,46.60,104.68,133.63
160318,171852,37.669275,-122.109305,41.47, 17.63,29.88,46.43,104.17,132.80
160318,171859,37.67054,-122.110101667,45.52, 17.62,29.88,46.52,104.55,132.80
160318,171906,37.6718483333,-122.111086667,48.53, 17.62,29.88,46.53,104.23,131.97
160318,171913,37.6730133333,-122.112266667,45.18, 17.62,29.89,46.54,103.34,130.89
160318,171920,37.6739883333,-122.113556667,42.26, 17.61,29.89,46.60,103.59,129.72
160318,171927,37.6748666667,-122.114828333,43.06, 17.61,29.90,46.63,103.78,128.56
160318,171934,37.6758666667,-122.116135,44.66, 17.61,29.90,46.55,103.65,126.65
160318,171941,37.6768733333,-122.117495,46.96, 17.60,29.91,46.48,103.27,124.82
160318,171948,37.6778516667,-122.119025,48.16, 17.60,29.91,46.58,102.83,124.99
160318,171955,37.6787833333,-122.120518333,45.89, 17.60,29.91,46.56,103.53,124.82
160318,172002,37.679695,-122.121851667,44.02, 17.59,29.91,46.48,102.40,124.82
160318,172009,37.6806066667,-122.123198333,43.50, 17.59,29.91,46.56,101.53,124.66
160318,172016,37.6815583333,-122.124561667,45.65, 17.59,29.91,46.64,101.90,124.99
160318,172023,37.6825816667,-122.126075,50.86, 17.59,29.91,46.55,101.96,125.65
160318,172030,37.6836416667,-122.127595,50.36, 17.58,29.91,46.42,101.90,126.65
160318,172037,37.68472,-122.129116667,50.16, 17.58,29.90,46.41,100.75,129.06
160318,172044,37.6857416667,-122.130601667,47.93, 17.58,29.89,46.50,99.26,130.72
160318,172051,37.686805,-122.13216,54.09, 17.58,29.89,46.62,99.32,131.47
160318,172058,37.6879316667,-122.133825,52.48, 17.58,29.88,46.64,98.68,131.80
160318,172105,37.6891133333,-122.135546667,56.62, 17.58,29.89,46.70,98.17,131.39
160318,172112,37.6903566667,-122.137333333,59.80, 17.58,29.89,46.82,96.93,131.05
160318,172119,37.691625,-122.139165,58.04, 17.58,29.89,46.91,96.26,128.06
160318,172126,37.692825,-122.140901667,55.44, 17.58,29.90,47.10,94.59,126.65
160318,172133,37.6940116667,-122.14263,54.18, 17.58,29.91,47.36,95.21,125.65
160318,172140,37.6951616667,-122.144311667,54.52, 17.58,29.91,47.44,94.22,126.15
160318,172147,37.69631,-122.146003333,52.86, 17.58,29.91,47.45,94.06,125.49
160318,172154,37.6973866667,-122.147561667,48.13, 17.58,29.91,47.44,95.10,124.82
160318,172201,37.69843,-122.149085,49.62, 17.59,29.91,47.54,95.21,124.66
160318,172208,37.6994883333,-122.150658333,51.03, 17.59,29.91,47.56,94.43,124.99
160318,172215,37.7005783333,-122.15223,51.76, 17.59,29.91,47.47,95.07,124.82
160318,172222,37.7017183333,-122.153893333,53.97, 17.59,29.91,47.31,96.32,125.32
160318,172229,37.702855,-122.155558333,53.19, 17.59,29.91,47.12,96.82,125.82
160318,172236,37.70395,-122.157133333,49.63, 17.59,29.91,47.10,96.15,125.32
160318,172243,37.704995,-122.158618333,47.37, 17.59,29.91,47.21,94.75,124.33
160318,172250,37.7060116667,-122.1601,49.02, 17.59,29.91,47.33,94.80,124.82
160318,172257,37.7070533333,-122.161606667,50.38, 17.59,29.91,47.40,95.93,124.99
160318,172304,37.7081516667,-122.16321,53.43, 17.59,29.91,47.36,96.98,126.82
160318,172311,37.70931,-122.164863333,55.77, 17.59,29.90,47.22,97.32,126.48
160318,172318,37.71051,-122.166575,55.44, 17.59,29.91,47.17,98.22,125.49
160318,172325,37.7116566667,-122.168218333,54.12, 17.59,29.91,47.20,97.43,124.66
160318,172332,37.7128066667,-122.169861667,52.95, 17.60,29.91,47.31,96.98,124.49
160318,172339,37.7140366667,-122.17146,54.57, 17.60,29.91,47.31,98.00,124.49
160318,172346,37.7152733333,-122.172773333,46.64, 17.60,29.91,47.24,98.00,123.33
160318,172353,37.71644,-122.17397,44.31, 17.59,29.92,47.32,96.87,123.16
160318,172400,37.71759,-122.17515,45.63, 17.60,29.92,47.43,97.21,122.83
160318,172407,37.71872,-122.176311667,44.86, 17.60,29.92,47.42,97.60,122.66
160318,172414,37.71986,-122.177475,46.45, 17.60,29.92,47.37,98.57,122.66
160318,172421,37.721095,-122.17871,50.53, 17.60,29.92,47.28,99.09,123.16
160318,172428,37.7224233333,-122.180048333,52.77, 17.60,29.92,47.12,100.63,123.33
160318,172435,37.723745,-122.181368333,50.20, 17.59,29.92,47.00,100.87,123.16
160318,172442,37.7250083333,-122.18262,49.84, 17.59,29.91,47.01,101.23,125.65
160318,172449,37.726305,-122.183788333,48.62, 17.59,29.90,47.00,101.41,127.90
160318,172456,37.727545,-122.184885,46.67, 17.59,29.90,46.97,101.11,128.40
160318,172503,37.728805,-122.185971667,47.31, 17.59,29.90,47.03,101.47,126.15
160318,172510,37.7300883333,-122.18708,47.32, 17.59,29.91,47.13,101.05,123.66
160318,172517,37.731295,-122.188121667,45.41, 17.59,29.92,47.21,100.03,121.83
160318,172524,37.7325583333,-122.189228333,48.61, 17.59,29.92,47.30,100.45,121.34
160318,172531,37.7338066667,-122.190341667,44.72, 17.59,29.92,47.28,100.99,121.17
160318,172538,37.73504,-122.191423333,48.02, 17.59,29.93,47.26,100.39,120.01
160318,172545,37.736295,-122.192515,45.71, 17.59,29.93,47.23,101.05,119.34
160318,172552,37.7375133333,-122.193588333,46.68, 17.59,29.93,47.18,101.41,119.34
160318,172559,37.7387583333,-122.194678333,47.00, 17.59,29.93,47.16,101.17,118.93
160318,172606,37.740055,-122.195825,50.68, 17.59,29.93,47.12,102.52,118.93
160318,172613,37.74143,-122.197033333,52.41, 17.59,29.93,46.97,102.96,118.60
160318,172620,37.74275,-122.198203333,48.17, 17.59,29.93,46.96,102.52,118.60
160318,172627,37.7439916667,-122.19929,45.60, 17.59,29.93,47.00,102.46,118.93
160318,172634,37.7452683333,-122.200396667,48.81, 17.59,29.93,47.04,102.21,119.51
160318,172641,37.7465283333,-122.201505,47.92, 17.59,29.93,47.03,102.40,118.93
160318,172648,37.74781,-122.202631667,47.94, 17.59,29.93,47.03,102.46,118.76
160318,172655,37.7490916667,-122.203761667,49.62, 17.59,29.93,47.00,102.52,118.93
160318,172702,37.7503883333,-122.204905,47.37, 17.59,29.93,47.03,102.71,118.60
160318,172709,37.7516333333,-122.205998333,48.01, 17.59,29.93,47.12,102.77,118.60
160318,172716,37.7529133333,-122.20713,48.78, 17.59,29.93,47.18,102.09,118.93
160318,172723,37.7542483333,-122.208308333,51.54, 17.59,29.93,47.24,102.52,119.68
160318,172730,37.7556333333,-122.209508333,51.91, 17.59,29.93,47.22,102.46,119.34
160318,172737,37.7569583333,-122.210673333,46.17, 17.59,29.93,47.24,102.15,118.60
160318,172744,37.75815,-122.211725,44.41, 17.60,29.93,47.36,101.66,118.60
160318,172751,37.7594216667,-122.21284,49.66, 17.60,29.93,47.46,101.41,118.93
