time,Tempature,Barometric_Pressure,Humidity,Gas,Altitude
160805, 22.47,30.07,44.03,59.12,"81.64"
160802, 22.47,30.07,44.02,59.66,"81.64"
160809, 22.48,30.06,44.02,59.71,"81.64"
160806, 22.49,30.06,44.08,60.00,"81.81"
160803, 22.50,30.07,44.09,60.00,"80.73"
160800, 22.50,30.07,44.09,60.47,"80.90"
160807, 22.51,30.06,44.08,60.87,"81.64"
160904, 22.52,30.07,44.09,60.91,"80.90"
160901, 22.52,30.06,44.20,61.04,"80.90"
160908, 22.53,30.06,44.38,61.22,"81.64"
160905, 22.53,30.06,44.55,61.09,"80.90"
160902, 22.53,30.06,44.59,61.35,"81.81"
160909, 22.54,30.06,44.63,61.85,"80.90"
160906, 22.54,30.06,44.66,61.80,"81.64"
160904, 22.54,30.06,44.72,61.22,"81.64"
161001, 22.54,30.06,44.75,61.53,"81.81"
161008, 22.53,30.06,44.91,61.44,"81.64"
161015, 22.53,30.06,45.22,61.85,"81.64"
161022, 22.52,30.06,45.17,62.08,"81.81"
161029, 22.50,30.06,45.12,62.54,"81.64"
161036, 22.50,30.06,45.04,62.63,"82.14"
161043, 22.49,30.06,45.03,62.54,"81.97"
161050, 22.50,30.06,44.93,62.86,"82.14"
161057, 22.49,30.06,44.71,63.57,"82.14"
161104, 22.48,30.06,44.44,64.01,"81.97"
161111, 22.47,30.06,44.24,64.60,"82.14"
161118, 22.47,30.06,44.27,64.74,"82.14"
161125, 22.49,30.06,44.49,64.79,"82.30"
161132, 22.52,30.06,45.82,63.62,"81.81"
161139, 22.57,30.06,46.25,63.29,"82.30"
161146, 22.63,30.06,46.32,62.86,"82.14"
161153, 22.70,30.06,46.36,63.10,"81.97"
161200, 22.76,30.06,46.30,62.58,"81.64"
161207, 22.81,30.06,46.20,63.19,"81.81"
161214, 22.86,30.06,46.15,63.48,"81.97"
161221, 22.91,30.07,46.15,63.38,"81.64"
161228, 22.95,30.06,46.15,62.72,"80.90"
161235, 22.99,30.07,46.12,63.19,"81.64"
161242, 23.03,30.06,46.04,63.38,"81.81"
161249, 23.07,30.06,45.96,63.33,"81.97"
161256, 23.11,30.06,45.85,62.68,"81.64"
161303, 23.13,30.06,45.72,62.91,"81.81"
161310, 23.16,30.06,45.64,63.43,"81.81"
161317, 23.18,30.06,45.56,63.38,"81.81"
161324, 23.20,30.06,45.47,63.62,"81.81"
161331, 23.22,30.06,45.39,63.57,"81.97"
161338, 23.23,30.06,45.29,64.06,"81.64"
161345, 23.25,30.06,45.20,64.11,"80.90"
161352, 23.26,30.06,45.12,64.55,"80.90"
161400, 23.28,30.06,45.06,63.67,"81.64"
161407, 23.29,30.06,44.98,64.50,"80.90"
161414, 23.30,30.06,44.91,65.09,"81.64"
161421, 23.31,30.06,44.84,65.04,"81.64"
161428, 23.32,30.06,44.77,65.25,"81.64"
161435, 23.33,30.06,44.72,64.79,"80.90"
161442, 23.34,30.06,44.63,65.65,"81.64"
161449, 23.35,30.06,44.56,65.65,"80.90"
161456, 23.36,30.07,44.49,65.60,"81.64"
161503, 23.37,30.07,44.40,65.75,"80.90"
161510, 23.37,30.07,44.34,66.06,"81.64"
161517, 23.38,30.07,44.27,66.01,"81.64"
161524, 23.39,30.07,44.20,66.79,"80.73"
161531, 23.39,30.07,44.16,66.79,"80.73"
161538, 23.40,30.06,44.06,67.01,"81.81"
161545, 23.40,30.06,43.98,67.27,"81.64"
161552, 23.41,30.06,43.88,67.65,"81.64"
161559, 23.41,30.06,43.81,67.38,"81.64"
161606, 23.42,30.06,43.73,68.20,"80.90"
161613, 23.42,30.06,43.67,67.87,"80.90"
161620, 23.42,30.07,43.60,68.20,"80.90"
161627, 23.42,30.07,43.56,68.31,"80.90"
161634, 23.42,30.07,43.53,68.87,"80.57"
161641, 23.43,30.07,43.51,68.87,"80.57"
161648, 23.43,30.07,43.48,68.75,"80.57"
161655, 23.43,30.07,43.45,69.21,"80.57"
161702, 23.43,30.07,43.43,69.55,"80.40"
161709, 23.43,30.07,43.40,69.32,"80.57"
161716, 23.43,30.07,43.38,69.38,"80.73"
161723, 23.43,30.07,43.35,69.66,"80.24"
161730, 23.43,30.07,43.31,69.83,"80.07"
161737, 23.43,30.07,43.28,70.12,"80.07"
161744, 23.43,30.07,43.26,70.07,"80.07"
161751, 23.43,30.07,43.22,70.48,"79.91"
161758, 23.43,30.07,43.19,70.54,"79.91"
161805, 23.43,30.07,43.16,70.54,"79.91"
161812, 23.42,30.07,43.11,71.07,"79.91"
161819, 23.42,30.07,43.08,71.13,"80.07"
161820, 23.42,30.07,43.06,70.54,"79.91"
161834, 23.42,30.07,43.00,70.89,"80.40"
161841, 23.41,30.07,42.95,70.83,"80.57"
161848, 23.41,30.07,42.92,71.19,"80.73"
161855, 23.41,30.07,42.92,70.95,"80.73"
161902, 23.41,30.07,42.89,71.43,"80.90"
161909, 23.41,30.07,42.86,71.37,"80.73"
161916, 23.41,30.07,42.88,71.86,"80.40"
161923, 23.41,30.07,42.79,72.29,"80.57"
161930, 23.40,30.07,42.69,72.29,"80.57"
161937, 23.39,30.07,42.56,72.91,"80.24"
161944, 23.38,30.07,42.39,73.29,"80.73"
161951, 23.37,30.07,42.24,73.04,"80.73"
161958, 23.36,30.07,42.12,73.68,"80.24"
162005, 23.34,30.07,41.94,74.19,"80.07"
162012, 23.32,30.07,41.81,74.65,"79.91"
162019, 23.31,30.07,41.66,74.85,"79.74"
162026, 23.29,30.07,41.54,74.99,"79.74"
162033, 23.27,30.07,41.40,74.99,"79.66"
162040, 23.24,30.07,41.25,75.93,"79.66"
162047, 23.22,30.07,41.10,76.62,"79.74"
162054, 23.20,30.07,40.97,76.48,"79.74"
162101, 23.18,30.07,40.83,76.83,"79.74"
162108, 23.15,30.07,40.68,77.11,"79.74"
162115, 23.13,30.07,40.54,78.04,"79.74"
162122, 23.10,30.07,40.40,77.89,"79.49"
162129, 23.08,30.07,40.28,78.55,"79.16"
162136, 23.05,30.07,40.14,77.89,"79.33"
162143, 23.02,30.07,40.02,79.36,"79.00"
162150, 22.99,30.07,39.90,79.29,"79.00"
162157, 22.96,30.07,39.80,80.26,"79.00"
162204, 22.94,30.07,39.68,79.66,"79.33"
162211, 22.91,30.07,39.57,80.42,"79.74"
162218, 22.87,30.07,39.48,80.34,"79.74"
162225, 22.84,30.07,39.38,80.88,"79.91"
162232, 22.81,30.07,39.28,81.82,"80.07"
162239, 22.78,30.07,39.21,81.90,"80.73"
162246, 22.75,30.07,39.13,81.66,"80.24"
162253, 22.72,30.07,39.06,82.30,"80.07"
162300, 22.69,30.07,38.97,82.46,"79.66"
162307, 22.65,30.07,38.90,82.95,"79.91"
162314, 22.62,30.07,38.82,83.44,"80.07"
162321, 22.59,30.07,38.75,83.61,"79.74"
162328, 22.56,30.07,38.69,83.94,"79.91"
162335, 22.52,30.07,38.63,84.27,"80.24"
162342, 22.49,30.07,38.59,84.44,"80.90"
162349, 22.46,30.06,38.53,84.95,"82.14"
162356, 22.43,30.06,38.47,85.73,"82.97"
162403, 22.40,30.06,38.42,85.47,"84.87"
162410, 22.36,30.05,38.36,86.08,"84.87"
162417, 22.33,30.05,38.32,86.25,"84.37"
162424, 22.30,30.06,38.29,86.52,"83.88"
162431, 22.27,30.06,38.26,86.70,"83.55"
162438, 22.24,30.06,38.26,86.88,"83.38"
162445, 22.21,30.06,38.24,87.51,"83.13"
162452, 22.17,30.06,38.23,87.51,"82.80"
162459, 22.14,30.06,38.22,87.51,"82.47"
162506, 22.12,30.06,38.22,88.06,"82.80"
162513, 22.09,30.06,38.22,88.15,"84.21"
162520, 22.06,30.05,38.23,88.61,"86.85"
162527, 22.03,30.05,38.21,88.89,"87.02"
162534, 22.00,30.05,38.23,89.08,"85.86"
162541, 21.97,30.05,38.23,89.17,"85.03"
162548, 21.95,30.05,38.24,89.17,"84.21"
162555, 21.92,30.06,38.26,89.46,"83.88"
162602, 21.90,30.06,38.27,90.12,"84.04"
162609, 21.87,30.06,38.29,90.03,"84.04"
162616, 21.84,30.06,38.29,90.03,"84.37"
162623, 21.82,30.05,38.30,90.51,"84.54"
162630, 21.79,30.05,38.31,90.61,"84.54"
162637, 21.77,30.05,38.32,90.61,"85.53"
162644, 21.75,30.05,38.34,90.71,"85.86"
162651, 21.72,30.05,38.35,91.29,"86.03"
162658, 21.70,30.05,38.37,91.29,"86.19"
162705, 21.67,30.05,38.36,91.20,"86.36"
162712, 21.65,30.05,38.39,91.49,"85.86"
162719, 21.63,30.05,38.40,91.69,"85.70"
162726, 21.60,30.05,38.40,91.89,"85.86"
162733, 21.58,30.05,38.42,91.79,"86.19"
162740, 21.55,30.05,38.44,92.19,"86.19"
162747, 21.53,30.05,38.45,92.39,"86.19"
162754, 21.50,30.05,38.45,92.39,"86.19"
162801, 21.48,30.05,38.47,92.29,"86.19"
162808, 21.46,30.05,38.52,93.01,"86.69"
162815, 21.44,30.05,38.54,92.90,"86.85"
162822, 21.41,30.04,38.50,93.52,"87.19"
162829, 21.39,30.04,38.53,93.21,"87.35"
162836, 21.37,30.04,38.57,93.52,"87.43"
162843, 21.35,30.04,38.61,93.73,"87.43"
162850, 21.34,30.04,38.65,93.94,"87.60"
162857, 21.32,30.04,38.71,93.62,"88.10"
162904, 21.30,30.04,38.79,93.73,"88.76"
162911, 21.29,30.04,38.87,93.94,"89.26"
162918, 21.27,30.04,38.96,94.25,"89.42"
162925, 21.25,30.04,39.04,94.25,"89.75"
162932, 21.24,30.03,39.17,94.25,"89.92"
162939, 21.22,30.03,39.21,94.25,"90.08"
162946, 21.21,30.03,39.30,94.46,"90.25"
162953, 21.19,30.03,39.34,94.15,"90.25"
163001, 21.18,30.03,39.36,93.42,"90.25"
163008, 21.16,30.03,39.35,93.62,"90.58"
163015, 21.15,30.03,39.37,94.25,"90.58"
163022, 21.14,30.03,39.40,94.46,"90.41"
163029, 21.12,30.03,39.42,93.42,"90.58"
163036, 21.11,30.03,39.43,94.25,"90.41"
163043, 21.10,30.03,39.41,94.36,"90.41"
163050, 21.10,30.03,39.42,94.36,"90.41"
163057, 21.08,30.03,39.39,95.21,"90.58"
163104, 21.07,30.03,39.39,94.68,"90.25"
163111, 21.07,30.03,39.39,93.85,"90.41"
163118, 21.06,30.03,39.45,95.32,"90.25"
163125, 21.05,30.03,39.45,95.32,"90.41"
163132, 21.04,30.03,39.46,93.91,"90.41"
163139, 21.03,30.03,39.52,94.43,"90.25"
163146, 21.03,30.03,39.51,94.33,"90.41"
163153, 21.02,30.03,39.49,94.17,"90.25"
163200, 21.01,30.03,39.48,94.70,"90.25"
163207, 21.01,30.03,39.51,94.38,"90.58"
163214, 21.00,30.03,39.54,94.01,"90.41"
163221, 21.00,30.03,39.56,94.43,"90.25"
163228, 20.99,30.03,39.58,94.43,"90.25"
163235, 20.98,30.03,39.64,94.59,"90.25"
163242, 20.98,30.03,39.69,94.70,"90.25"
163249, 20.97,30.03,39.69,94.80,"90.08"
163256, 20.97,30.03,39.72,94.59,"90.25"
163303, 20.96,30.03,39.75,94.75,"90.25"
163310, 20.96,30.03,39.81,94.91,"90.08"
163317, 20.95,30.03,39.82,95.34,"90.25"
163324, 20.95,30.03,39.82,94.91,"90.25"
163331, 20.94,30.03,39.82,94.75,"90.08"
163338, 20.93,30.03,39.86,94.64,"90.08"
163345, 20.93,30.03,39.85,95.39,"90.08"
163352, 20.92,30.03,39.88,95.07,"89.92"
163359, 20.92,30.03,39.88,95.50,"89.92"
163406, 20.91,30.03,39.92,95.18,"90.08"
163413, 20.91,30.03,39.89,95.56,"90.08"
163420, 20.90,30.03,39.88,95.07,"89.92"
163427, 20.90,30.03,39.86,95.34,"89.75"
163434, 20.89,30.03,39.85,95.29,"89.92"
163441, 20.89,30.03,39.84,95.39,"89.92"
163448, 20.88,30.04,39.79,95.23,"89.75"
000000, 0.0,0.0,0.0,0.0,"0.0
"
163502, 20.87,30.04,39.90,88.52,"89.75"
163509, 20.86,30.04,39.81,91.79,"89.92"
163516, 20.85,30.04,39.60,93.83,"89.92"
163523, 20.84,30.04,39.51,94.68,"90.08"
163530, 20.83,30.03,39.49,94.38,"90.41"
163537, 20.82,30.03,39.45,94.96,"90.58"
163544, 20.82,30.03,39.41,95.56,"90.58"
163551, 20.81,30.03,39.35,95.61,"90.58"
163558, 20.79,30.03,39.32,96.21,"90.58"
163605, 20.78,30.03,39.26,96.87,"90.74"
163612, 20.76,30.03,39.22,96.76,"90.41"
163619, 20.75,30.03,39.16,97.43,"90.25"
163626, 20.73,30.03,39.11,97.32,"90.58"
163633, 20.71,30.03,39.01,98.68,"90.08"
163640, 20.70,30.03,38.88,99.21,"89.92"
163647, 20.69,30.03,38.81,99.26,"89.75"
163654, 20.67,30.04,38.83,99.79,"89.59"
000000, 0.0,0.0,0.0,0.0,"0.0
"
163708, 20.64,30.03,39.04,92.09,"89.59"
163715, 20.62,30.04,38.94,95.32,"89.42"
163722, 20.59,30.04,38.86,95.66,"89.92"
163729, 20.57,30.03,38.81,96.71,"90.08"
163736, 20.55,30.03,38.76,97.88,"90.08"
163743, 20.53,30.03,38.73,99.26,"90.08"
163750, 20.51,30.03,38.66,100.03,"89.92"
163757, 20.49,30.03,38.61,100.57,"89.75"
163804, 20.47,30.04,38.64,100.81,"89.59"
163811, 20.44,30.04,38.70,100.93,"89.59"
163818, 20.42,30.04,38.63,101.05,"89.75"
163825, 20.40,30.04,38.62,101.78,"89.75"
163832, 20.39,30.04,38.61,102.03,"89.75"
163839, 20.37,30.04,38.62,102.15,"89.59"
163846, 20.35,30.04,38.63,101.72,"89.75"
163853, 20.33,30.03,38.66,102.65,"89.75"
163900, 20.32,30.03,38.69,103.08,"89.92"
163907, 20.30,30.04,38.74,102.77,"89.75"
163914, 20.29,30.03,38.78,103.21,"89.75"
163921, 20.27,30.03,38.85,102.65,"90.08"
163928, 20.26,30.03,38.87,102.09,"90.08"
163935, 20.25,30.03,38.90,102.90,"89.75"
163942, 20.23,30.03,38.93,102.90,"89.92"
163949, 20.22,30.03,38.96,103.02,"89.92"
163956, 20.21,30.03,38.96,103.27,"89.92"
164003, 20.19,30.03,38.99,103.53,"90.08"
164010, 20.18,30.03,39.02,103.15,"90.08"
164017, 20.17,30.03,39.02,102.77,"89.92"
164024, 20.16,30.03,39.08,103.46,"89.92"
164031, 20.15,30.03,39.09,104.04,"89.75"
164038, 20.14,30.03,39.11,103.46,"90.08"
164045, 20.13,30.03,39.16,103.78,"90.08"
164052, 20.11,30.04,39.21,103.15,"89.92"
164059, 20.10,30.03,39.23,104.04,"90.08"
164106, 20.09,30.03,39.28,104.10,"89.92"
164113, 20.08,30.03,39.28,103.34,"90.08"
164120, 20.07,30.03,39.35,103.59,"89.92"
164127, 20.07,30.03,39.37,104.49,"90.08"
164134, 20.06,30.03,39.47,103.46,"89.92"
164141, 20.06,30.03,39.53,103.40,"89.92"
164148, 20.05,30.03,39.60,103.78,"89.92"
164155, 20.05,30.03,39.65,104.04,"90.08"
164202, 20.04,30.03,39.70,103.02,"90.25"
164209, 20.04,30.03,39.69,103.40,"90.25"
164216, 20.04,30.03,39.66,103.34,"90.25"
164223, 20.04,30.03,39.72,103.59,"90.25"
164230, 20.03,30.03,39.79,103.34,"90.25"
164237, 20.03,30.03,39.81,102.83,"90.91"
164244, 20.02,30.03,39.84,103.40,"91.66"
164251, 20.02,30.03,39.97,103.46,"91.24"
164258, 20.02,30.03,40.14,102.77,"91.24"
164305, 20.02,30.03,40.23,102.46,"91.32"
164312, 20.02,30.03,40.36,102.40,"91.24"
164319, 20.02,30.03,40.52,102.27,"91.24"
164326, 20.03,30.03,40.65,101.96,"90.91"
164333, 20.04,30.03,40.85,101.78,"90.74"
164340, 20.05,30.03,40.99,101.66,"90.08"
164347, 20.06,30.03,41.15,101.78,"89.75"
164354, 20.07,30.04,41.30,100.87,"88.92"
164401, 20.08,30.04,41.44,100.45,"88.26"
164409, 20.10,30.04,41.65,98.11,"87.77"
164416, 20.11,30.04,41.79,98.51,"87.19"
164423, 20.13,30.05,41.92,98.34,"86.69"
164430, 20.15,30.05,42.08,98.80,"85.86"
164437, 20.16,30.05,42.21,98.57,"85.37"
164444, 20.18,30.05,42.35,98.17,"85.03"
164451, 20.20,30.05,42.47,98.11,"84.70"
164458, 20.22,30.05,42.58,97.71,"84.87"
164505, 20.24,30.05,42.71,97.43,"84.87"
164512, 20.27,30.05,42.85,96.98,"84.70"
164519, 20.29,30.05,42.97,96.76,"84.37"
164526, 20.31,30.05,43.08,96.59,"84.54"
164533, 20.34,30.05,43.18,95.77,"84.87"
164540, 20.36,30.05,43.29,95.56,"85.53"
164547, 20.39,30.05,43.39,95.39,"86.19"
164554, 20.41,30.05,43.49,94.91,"87.35"
164601, 20.44,30.04,43.59,94.49,"87.93"
164608, 20.46,30.04,43.68,94.59,"88.43"
164615, 20.49,30.04,43.76,94.64,"89.26"
164622, 20.52,30.04,43.87,95.32,"89.75"
164629, 20.54,30.03,43.95,95.32,"89.92"
164636, 20.57,30.03,44.04,95.10,"89.92"
164643, 20.60,30.03,44.13,95.00,"90.08"
164650, 20.62,30.03,44.20,94.89,"90.25"
164657, 20.65,30.03,44.26,94.46,"90.58"
164704, 20.68,30.03,44.34,94.15,"90.58"
164711, 20.71,30.03,44.46,93.73,"90.08"
164718, 20.74,30.03,44.60,93.21,"90.08"
164725, 20.77,30.03,44.69,93.01,"89.92"
164732, 20.80,30.03,44.73,93.01,"90.08"
164739, 20.82,30.03,44.77,92.60,"90.08"
164746, 20.85,30.03,44.81,92.80,"90.25"
164753, 20.88,30.03,44.85,92.29,"90.08"
164800, 20.91,30.03,44.90,92.29,"90.25"
164807, 20.94,30.03,44.94,91.69,"90.25"
164814, 20.97,30.03,44.96,91.49,"90.25"
164821, 21.00,30.03,44.99,91.39,"89.92"
164828, 21.03,30.04,45.04,91.29,"89.92"
164835, 21.06,30.04,45.06,90.90,"89.75"
164842, 21.09,30.04,45.08,91.20,"89.92"
164849, 21.12,30.03,45.12,90.90,"89.75"
164856, 21.15,30.04,45.12,90.42,"89.75"
164903, 21.18,30.04,45.15,90.51,"89.59"
164910, 21.21,30.03,45.16,90.51,"89.92"
164917, 21.23,30.03,45.17,90.32,"90.25"
164924, 21.26,30.03,45.19,90.51,"90.74"
164931, 21.29,30.03,45.21,89.74,"90.91"
164938, 21.31,30.03,45.21,89.55,"91.08"
164945, 21.34,30.03,45.21,89.46,"91.32"
164952, 21.37,30.03,45.21,89.46,"91.49"
164959, 21.40,30.03,45.22,89.17,"91.24"
165006, 21.42,30.03,45.22,89.17,"91.08"
165013, 21.45,30.03,45.21,88.98,"90.74"
165020, 21.47,30.03,45.21,88.80,"90.91"
165027, 21.50,30.03,45.20,88.98,"90.91"
165034, 21.53,30.03,45.22,88.70,"91.32"
165041, 21.56,30.03,45.21,88.61,"91.49"
165048, 21.58,30.03,45.21,88.43,"91.66"
165055, 21.61,30.03,45.19,88.61,"91.66"
165102, 21.63,30.03,45.20,87.69,"91.82"
165109, 21.65,30.03,45.20,88.15,"91.66"
165116, 21.68,30.03,45.19,88.15,"91.82"
165123, 21.71,30.03,45.20,87.69,"91.99"
165130, 21.73,30.03,45.19,87.51,"92.15"
165137, 21.75,30.03,45.17,87.06,"91.82"
165144, 21.78,30.03,45.16,87.06,"91.49"
165151, 21.80,30.03,45.17,86.79,"91.49"
165159, 21.82,30.03,45.19,85.64,"91.32"
165206, 21.84,30.03,45.16,86.17,"91.32"
165213, 21.87,30.03,45.16,86.25,"91.24"
165220, 21.89,30.03,45.13,86.17,"91.08"
165227, 21.91,30.03,45.13,86.17,"91.24"
165234, 21.93,30.03,45.13,86.52,"91.24"
165241, 21.96,30.03,45.11,86.52,"91.24"
165248, 21.98,30.03,45.10,86.25,"91.32"
165255, 22.00,30.03,45.09,86.25,"91.08"
165302, 22.03,30.03,45.08,86.52,"90.74"
165309, 22.04,30.03,45.07,85.73,"89.75"
165316, 22.07,30.04,45.07,85.82,"88.76"
165323, 22.09,30.04,45.06,85.90,"88.10"
165330, 22.11,30.04,45.04,85.90,"87.35"
165337, 22.13,30.04,45.05,85.99,"86.85"
165344, 22.15,30.05,45.03,85.47,"86.52"
165351, 22.17,30.05,45.03,85.64,"86.52"
165358, 22.19,30.05,45.02,85.47,"86.36"
165405, 22.21,30.05,45.02,85.64,"86.03"
165412, 22.24,30.05,45.02,85.30,"86.03"
165419, 22.26,30.05,44.98,85.38,"86.03"
165426, 22.28,30.05,44.97,85.38,"86.19"
165433, 22.29,30.05,44.97,85.38,"86.03"
165440, 22.31,30.05,44.96,85.04,"85.70"
165447, 22.33,30.05,44.97,85.30,"85.53"
165454, 22.35,30.05,44.96,84.95,"85.70"
165501, 22.37,30.05,44.96,84.53,"85.86"
165508, 22.39,30.05,44.94,84.53,"86.52"
165515, 22.41,30.05,44.94,84.53,"86.85"
165522, 22.42,30.04,44.92,84.87,"87.19"
165529, 22.44,30.04,44.92,84.53,"87.19"
165536, 22.46,30.04,44.92,84.11,"87.19"
165543, 22.48,30.04,44.92,84.27,"87.19"
165550, 22.49,30.04,44.90,84.02,"86.85"
165557, 22.51,30.04,44.91,84.53,"86.85"
165604, 22.53,30.04,44.92,84.36,"86.85"
165611, 22.54,30.04,44.90,84.36,"87.02"
165618, 22.56,30.04,44.91,84.19,"87.02"
165625, 22.58,30.04,44.89,83.94,"87.35"
165632, 22.59,30.04,44.90,83.69,"87.35"
165639, 22.61,30.04,44.90,83.77,"87.35"
165646, 22.62,30.04,44.91,83.69,"87.60"
165653, 22.64,30.04,44.90,83.36,"87.35"
165701, 22.66,30.04,44.93,82.54,"87.02"
165708, 22.67,30.05,44.92,82.62,"86.85"
165715, 22.69,30.04,44.90,83.11,"86.69"
165722, 22.71,30.04,44.90,82.79,"86.85"
165729, 22.73,30.04,44.88,82.79,"86.85"
165736, 22.74,30.04,44.87,83.03,"87.19"
165743, 22.76,30.04,44.85,83.28,"87.02"
165750, 22.78,30.04,44.86,82.70,"86.85"
165757, 22.79,30.04,44.82,83.52,"87.19"
165804, 22.81,30.04,44.83,83.03,"87.43"
165811, 22.83,30.04,44.81,82.87,"87.93"
165818, 22.85,30.04,44.82,82.62,"88.43"
165825, 22.86,30.04,44.80,83.03,"89.09"
165832, 22.88,30.04,44.78,83.11,"89.42"
165839, 22.90,30.04,44.78,83.28,"89.42"
165846, 22.92,30.04,44.76,82.70,"89.09"
165853, 22.93,30.04,44.76,82.87,"88.26"
165900, 22.95,30.04,44.76,82.54,"87.77"
165907, 22.97,30.04,44.76,83.52,"87.19"
165914, 22.99,30.05,44.76,83.11,"86.69"
165921, 23.00,30.05,44.74,83.11,"86.36"
165928, 23.02,30.05,44.74,82.62,"86.19"
165935, 23.03,30.05,44.74,82.79,"86.36"
165942, 23.05,30.05,44.73,82.79,"86.52"
165949, 23.06,30.05,44.71,82.14,"86.69"
165956, 23.08,30.05,44.71,82.14,"87.02"
170003, 23.10,30.04,44.72,82.62,"87.02"
170000, 23.11,30.04,44.71,82.06,"87.60"
170007, 23.13,30.04,44.70,81.82,"88.10"
170004, 23.14,30.04,44.71,83.28,"88.92"
170001, 23.16,30.04,44.67,82.30,"89.75"
170008, 23.17,30.03,44.63,82.54,"90.91"
170005, 23.18,30.03,44.64,82.87,"91.99"
170002, 23.19,30.03,44.62,82.70,"92.65"
170009, 23.20,30.02,44.63,81.82,"93.48"
170106, 23.21,30.02,44.62,82.87,"93.97"
170103, 23.22,30.02,44.61,82.79,"94.31"
170100, 23.23,30.02,44.61,81.90,"94.14"
170107, 23.24,30.02,44.60,82.30,"94.31"
170104, 23.25,30.02,44.60,82.54,"94.14"
170101, 23.26,30.02,44.57,82.62,"94.47"
170108, 23.27,30.02,44.56,82.70,"94.31"
170105, 23.28,30.02,44.54,82.54,"94.14"
170202, 23.30,30.02,44.52,82.46,"94.31"
170209, 23.31,30.02,44.49,82.46,"94.47"
170206, 23.32,30.02,44.47,82.54,"94.64"
170203, 23.33,30.02,44.44,82.46,"94.64"
170200, 23.34,30.02,44.43,82.06,"94.80"
